,temperature
3636,286.0633
3637,286.84644
3638,287.10056
3639,287.207
3640,287.16187
3641,286.5549
3642,285.8604
3643,285.15305
3644,284.17352
3645,283.2695
3646,282.59933
3647,282.14642
3648,281.70297
3649,279.07285
3650,278.86063
3651,278.54282
3652,278.52438
3653,278.4986
3654,278.51187
3655,278.7596
3656,279.57806
3657,280.70514
3658,282.22162
3659,283.41736
3660,284.5572
3661,285.36597
3662,285.66467
3663,285.8634
3664,285.8148
3665,285.0665
3666,284.3248
3667,283.55014
3668,282.56207
3669,281.6594
3670,280.99713
3671,280.59518
3672,280.21207
3673,278.26337
3674,278.0293
3675,277.7452
3676,277.60672
3677,277.61694
3678,277.60425
3679,277.86847
3680,278.95062
3681,280.048
3682,281.6597
3683,282.8709
3684,283.86862
3685,284.73593
3686,284.95837
3687,285.13293
3688,285.0712
3689,284.34586
3690,283.5974
3691,282.8236
3692,281.8701
3693,280.98975
3694,280.29965
3695,279.8667
3696,279.46027
3697,278.37088
3698,278.0914
3699,277.84683
3700,277.75342
3701,277.7888
3702,277.91275
3703,278.1452
3704,279.1302
3705,280.2481
3706,281.8169
3707,283.07022
3708,284.12582
3709,284.9205
3710,285.17
3711,285.29434
3712,285.26956
3713,284.67575
3714,283.95343
3715,283.204
3716,282.1655
3717,281.22595
3718,280.5103
3719,280.15686
3720,279.76596
3721,279.38428
3722,279.20316
3723,279.0462
3724,278.956
3725,278.97574
3726,279.011
3727,279.18253
3728,280.16058
3729,281.20102
3730,282.87845
3731,284.11908
3732,285.11444
3733,285.88013
3734,286.0626
3735,286.24368
3736,286.21844
3737,285.5246
3738,284.7662
3739,284.01746
3740,283.06903
3741,282.1571
3742,281.43805
3743,280.9903
3744,280.52145
3745,279.8057
3746,279.56485
3747,279.22125
3748,279.1575
3749,279.20544
3750,279.35757
3751,279.58447
3752,280.66467
3753,281.7729
3754,283.31094
3755,284.4661
3756,285.44766
3757,286.14935
3758,286.39444
3759,286.54803
3760,286.55502
3761,285.9921
3762,285.27393
3763,284.59546
3764,283.55173
3765,282.52576
3766,281.6832
3767,281.1635
3768,280.6798
3769,279.77237
3770,279.4738
3771,279.1888
3772,279.10107
3773,279.10165
3774,279.21158
3775,279.5342
3776,280.73035
3777,281.9891
3778,283.65845
3779,284.72845
3780,285.71606
3781,286.43924
3782,286.6189
3783,286.66602
3784,286.62946
3785,286.01404
3786,285.50055
3787,284.79514
3788,283.729
3789,282.83405
3790,282.18954
3791,281.7412
3792,281.32788
3793,280.7198
3794,280.46613
3795,280.11545
3796,280.01605
3797,280.05447
3798,280.1704
3799,280.47385
3800,281.51385
3801,282.71204
3802,284.36935
3803,285.6319
3804,286.7585
3805,287.56104
3806,287.7124
3807,287.83676
3808,287.80655
3809,287.1351
3810,286.39127
3811,285.5726
3812,284.5199
3813,283.64795
3814,282.99973
3815,282.63394
3816,282.25668
3817,281.1038
3818,280.8974
3819,280.70752
3820,280.6011
3821,280.58182
3822,280.63617
3823,280.72748
3824,281.61462
3825,282.75763
3826,284.4314
3827,285.57486
3828,286.4527
3829,287.20245
3830,287.34283
3831,287.43408
3832,287.37482
3833,286.87738
3834,286.19507
3835,285.5277
3836,284.48682
3837,283.55646
3838,282.8032
3839,282.36792
3840,281.89627
3841,281.17188
3842,281.00116
3843,280.7792
3844,280.69403
3845,280.6923
3846,280.7728
3847,280.96884
3848,282.1884
3849,283.42392
3850,284.90176
3851,285.61066
3852,286.1096
3853,286.72
3854,286.9187
3855,287.02692
3856,287.00626
3857,286.53833
3858,286.06198
3859,285.43552
3860,284.73776
3861,283.85696
3862,283.20303
3863,282.66263
3864,282.1966
3865,281.5115
3866,281.2709
3867,281.11032
3868,281.10025
3869,281.169
3870,281.37646
3871,281.6169
3872,282.6818
3873,283.627
3874,284.85992
3875,285.76813
3876,286.57806
3877,287.3185
3878,287.57852
3879,287.6985
3880,287.6995
3881,287.1824
3882,286.70316
3883,286.17737
3884,285.32953
3885,284.47696
3886,283.7428
3887,283.28323
3888,282.8742
3889,281.92334
3890,281.7247
3891,281.4878
3892,281.42197
3893,281.4103
3894,281.5311
3895,281.8019
3896,282.92526
3897,283.92545
3898,285.357
3899,286.3381
3900,286.972
3901,287.54074
3902,287.71402
3903,287.84833
3904,287.89236
3905,287.42072
3906,286.8309
3907,286.31262
3908,285.48096
3909,284.67392
3910,283.98914
3911,283.53918
3912,283.1564
3913,282.10242
3914,281.86725
3915,281.6384
3916,281.51242
3917,281.51202
3918,281.54562
3919,281.91174
3920,282.91205
3921,283.6815
3922,284.6786
3923,285.62003
3924,286.52832
3925,287.26138
3926,287.455
3927,287.60138
3928,287.6008
3929,287.13644
3930,286.57242
3931,286.13364
3932,285.18347
3933,284.62613
3934,284.03574
3935,283.54617
3936,283.09848
3937,281.80225
3938,281.55914
3939,281.24182
3940,281.10507
3941,281.13275
3942,281.24063
3943,281.6052
3944,282.8249
3945,283.4188
3946,284.5095
3947,285.59912
3948,286.53616
3949,287.25754
3950,287.4992
3951,287.70102
3952,287.66342
3953,287.0727
3954,286.5399
3955,285.93497
3956,285.1357
3957,284.35754
3958,283.7631
3959,283.37158
3960,282.86633
3961,281.61603
3962,281.3524
3963,281.00818
3964,280.93042
3965,281.00156
3966,281.10974
3967,281.46326
3968,282.75763
3969,283.74454
3970,284.8448
3971,285.60336
3972,286.31677
3973,287.0675
3974,287.274
3975,287.39856
3976,287.357
3977,286.85245
3978,286.36136
3979,285.75717
3980,285.0907
3981,284.3628
3982,283.66534
3983,283.20215
3984,282.77957
3985,281.72876
3986,281.47
3987,281.1712
3988,281.0684
3989,281.0833
3990,281.17963
3991,281.5735
3992,282.8422
3993,284.01456
3994,285.37323
3995,286.26215
3996,286.94452
3997,287.56793
3998,287.78513
3999,287.98785
4000,287.9625
4001,287.4633
4002,286.9792
4003,286.32523
4004,285.54272
4005,284.71677
4006,283.89844
4007,283.38492
4008,282.91
4009,282.66617
4010,282.4027
4011,282.22263
4012,282.05713
4013,282.07986
4014,282.1619
4015,282.54443
4016,283.8846
4017,285.28305
4018,286.7263
4019,287.6713
4020,288.4665
4021,289.09946
4022,289.1762
4023,289.27545
4024,289.30502
4025,288.79968
4026,288.18585
4027,287.6403
4028,286.63156
4029,285.7791
4030,285.01816
4031,284.53824
4032,284.06918
4033,283.25555
4034,283.0043
4035,282.73416
4036,282.61124
4037,282.64508
4038,282.68845
4039,283.01706
4040,284.29785
4041,285.84946
4042,287.30237
4043,288.23413
4044,288.97632
4045,289.67007
4046,289.9162
4047,290.04645
4048,290.00098
4049,289.47803
4050,288.85794
4051,288.26724
4052,287.17535
4053,286.1937
4054,285.38113
4055,284.88492
4056,284.43094
4057,283.47986
4058,283.26663
4059,283.01932
4060,282.90048
4061,282.91318
4062,283.01614
4063,283.32983
4064,284.51108
4065,286.03735
4066,287.535
4067,288.43503
4068,289.28012
4069,290.05978
4070,290.2193
4071,290.33643
4072,290.28793
4073,289.6656
4074,289.02325
4075,288.31436
4076,287.27612
4077,286.31378
4078,285.58063
4079,285.09232
4080,284.594
4081,283.52872
4082,283.29907
4083,283.00705
4084,282.90054
4085,282.8722
4086,282.9562
4087,283.39453
4088,284.57004
4089,286.09332
4090,287.4721
4091,288.29483
4092,289.1356
4093,289.83804
4094,290.07584
4095,290.1554
4096,290.19107
4097,289.5602
4098,288.95966
4099,288.25766
4100,287.2779
4101,286.2481
4102,285.50974
4103,285.00833
4104,284.53943
4105,283.47076
4106,283.25787
4107,282.97824
4108,282.89502
4109,282.9269
4110,282.9858
4111,283.33157
4112,284.6032
4113,286.22763
4114,287.4865
4115,288.32712
4116,289.01382
4117,289.71503
4118,289.83286
4119,289.9095
4120,289.90662
4121,289.4255
4122,288.91812
4123,288.23816
4124,287.24182
4125,286.19824
4126,285.40747
4127,284.8287
4128,284.3548
4129,283.38168
4130,283.1464
4131,282.85696
4132,282.732
4133,282.81155
4134,282.88947
4135,283.237
4136,284.51852
4137,286.07623
4138,287.50363
4139,288.51187
4140,289.47156
4141,290.17947
4142,290.40234
4143,290.5947
4144,290.59937
4145,290.02594
4146,289.39304
4147,288.74973
4148,287.64197
4149,286.36612
4150,285.4878
4151,284.93607
4152,284.4378
4153,283.4194
4154,283.1266
4155,282.75928
4156,282.6591
4157,282.72763
4158,282.81555
4159,283.2215
4160,284.51767
4161,286.067
4162,287.51215
4163,288.50537
4164,289.37466
4165,290.164
4166,290.333
4167,290.3911
4168,290.39697
4169,289.85855
4170,289.21777
4171,288.4473
4172,287.3125
4173,286.29144
4174,285.58243
4175,285.03207
4176,284.44952
4177,283.72153
4178,283.47922
4179,283.2103
4180,283.11053
4181,283.1144
4182,283.171
4183,283.58624
4184,284.8312
4185,286.18704
4186,287.6209
4187,288.60983
4188,289.35776
4189,290.09396
4190,290.27588
4191,290.36166
4192,290.36902
4193,289.80856
4194,289.1803
4195,288.46988
4196,287.3849
4197,286.35406
4198,285.59476
4199,285.15872
4200,284.69244
4201,283.46042
4202,283.2558
4203,283.06125
4204,282.9519
4205,282.93027
4206,283.00244
4207,283.3486
4208,284.5547
4209,285.95282
4210,287.27588
4211,288.26535
4212,289.1114
4213,289.77606
4214,289.996
4215,290.13278
4216,290.07257
4217,289.61914
4218,288.98438
4219,288.22586
4220,287.1155
4221,286.12033
4222,285.348
4223,284.8227
4224,284.30768
4225,283.32697
4226,283.05652
4227,282.8505
4228,282.7651
4229,282.73712
4230,282.79605
4231,283.17465
4232,284.50635
4233,286.00754
4234,287.35507
4235,288.31195
4236,289.023
4237,289.6691
4238,289.77917
4239,289.89835
4240,289.88754
4241,289.33972
4242,288.72714
4243,288.15274
4244,287.16724
4245,286.2769
4246,285.4379
4247,284.97086
4248,284.41986
4249,283.41473
4250,283.091
4251,282.79965
4252,282.694
4253,282.71918
4254,282.85318
4255,283.25647
4256,284.54245
4257,285.80322
4258,287.12665
4259,288.06003
4260,288.9221
4261,289.53207
4262,289.7202
4263,289.8292
4264,289.8186
4265,289.31537
4266,288.72937
4267,288.01834
4268,287.15454
4269,286.25482
4270,285.43335
4271,284.8885
4272,284.35953
4273,283.10443
4274,282.80847
4275,282.50833
4276,282.39612
4277,282.4107
4278,282.52893
4279,282.98013
4280,284.27792
4281,285.6645
4282,287.03726
4283,287.9223
4284,288.67935
4285,289.34097
4286,289.56616
4287,289.74698
4288,289.73718
4289,289.15936
4290,288.5689
4291,287.79834
4292,286.8374
4293,285.90543
4294,286.01163
4295,285.44727
4296,284.9533
4297,282.75864
4298,282.48895
4299,282.21362
4300,282.09375
4301,282.13214
4302,282.21954
4303,282.63342
4304,283.92892
4305,285.34433
4306,286.65085
4307,287.56488
4308,288.53146
4309,289.21307
4310,289.39578
4311,289.50732
4312,289.4861
4313,288.94058
4314,288.27515
4315,287.59512
4316,286.53952
4317,285.5844
4318,284.70804
4319,284.23175
4320,283.6795
4321,282.5159
4322,282.2866
4323,281.9711
4324,281.84326
4325,281.92682
4326,282.00632
4327,282.4215
4328,283.81985
4329,285.27875
4330,286.66638
4331,287.60684
4332,288.42105
4333,289.11368
4334,289.236
4335,289.3842
4336,289.3386
4337,288.73398
4338,288.15598
4339,287.4818
4340,286.55722
4341,285.48257
4342,284.60782
4343,284.1196
4344,283.5501
4345,283.7835
4346,283.5006
4347,283.24463
4348,283.13028
4349,283.14972
4350,283.2977
4351,283.781
4352,285.27365
4353,286.84164
4354,288.13626
4355,288.8573
4356,289.50302
4357,290.14365
4358,290.35464
4359,290.5079
4360,290.52753
4361,289.95154
4362,289.35986
4363,288.80258
4364,287.95163
4365,286.85394
4366,285.9663
4367,285.39142
4368,284.8641
4369,284.05344
4370,283.72214
4371,283.4357
4372,283.361
4373,283.40262
4374,283.57098
4375,284.0214
4376,285.36087
4377,286.96283
4378,288.12363
4379,288.89227
4380,289.58804
4381,290.34784
4382,290.5744
4383,290.71268
4384,290.76178
4385,290.29337
4386,289.67758
4387,288.9896
4388,288.03073
4389,287.0685
4390,286.25336
4391,285.73145
4392,285.16068
4393,284.19458
4394,283.92432
4395,283.61478
4396,283.51147
4397,283.57568
4398,283.62125
4399,284.1332
4400,285.53625
4401,287.0485
4402,288.2132
4403,289.08514
4404,289.86142
4405,290.5927
4406,290.7514
4407,290.98044
4408,290.94327
4409,290.37073
4410,289.85825
4411,289.1392
4412,288.08673
4413,287.04575
4414,286.17847
4415,285.571
4416,285.0374
4417,284.1082
4418,283.84827
4419,283.5821
4420,283.4902
4421,283.52896
4422,283.62375
4423,284.10263
4424,285.52258
4425,287.118
4426,288.33276
4427,289.14145
4428,289.82523
4429,290.4476
4430,290.61377
4431,290.72293
4432,290.72064
4433,290.2281
4434,289.66995
4435,289.06595
4436,288.128
4437,287.0978
4438,286.2503
4439,285.69302
4440,285.0835
4441,284.07666
4442,283.78375
4443,283.52826
4444,283.4185
4445,283.44122
4446,283.54654
4447,284.10388
4448,285.4623
4449,286.94556
4450,288.1128
4451,288.91507
4452,289.65668
4453,290.3733
4454,290.60532
4455,290.79352
4456,290.82153
4457,290.25275
4458,289.58804
4459,288.90152
4460,287.9896
4461,286.98184
4462,286.1034
4463,285.5636
4464,284.99588
4465,284.0357
4466,283.7721
4467,283.41647
4468,283.34705
4469,283.43173
4470,283.65707
4471,284.1339
4472,285.55856
4473,286.9422
4474,288.0768
4475,288.92883
4476,289.8914
4477,290.59875
4478,290.9343
4479,291.13095
4480,291.1147
4481,290.69348
4482,290.1672
4483,289.3106
4484,288.12875
4485,287.06137
4486,286.25192
4487,285.76144
4488,285.21707
4489,285.15567
4490,284.83554
4491,284.5811
4492,284.55194
4493,284.62582
4494,284.77017
4495,285.31635
4496,286.57358
4497,287.98227
4498,289.20874
4499,290.22565
4500,291.1115
4501,291.99918
4502,292.21848
4503,292.34442
4504,292.29483
4505,291.70178
4506,291.05328
4507,290.12146
4508,288.96567
4509,287.97668
4510,287.10373
4511,286.59055
4512,286.09247
4513,286.45187
4514,286.1734
4515,285.7911
4516,285.6205
4517,285.7339
4518,285.89474
4519,286.31006
4520,287.60294
4521,288.94754
4522,290.05792
4523,290.88605
4524,291.76123
4525,292.62048
4526,292.93137
4527,293.18268
4528,293.16318
4529,292.55093
4530,291.99255
4531,291.21927
4532,290.08746
4533,289.08096
4534,288.23602
4535,287.7599
4536,287.26257
4537,287.17722
4538,286.89218
4539,286.5803
4540,286.49292
4541,286.54218
4542,286.70694
4543,287.08914
4544,288.3342
4545,289.97354
4546,291.01895
4547,291.95688
4548,292.84787
4549,293.72256
4550,294.09415
4551,294.36832
4552,294.31802
4553,293.6606
4554,293.05844
4555,292.2212
4556,291.1041
4557,289.94522
4558,289.05054
4559,288.49866
4560,287.97217
4561,287.05515
4562,286.83893
4563,286.47675
4564,286.39883
4565,286.54227
4566,286.61313
4567,287.03568
4568,288.49667
4569,290.06723
4570,291.02847
4571,291.8898
4572,292.87222
4573,293.8076
4574,294.11215
4575,294.3422
4576,294.30582
4577,293.52774
4578,292.76334
4579,292.00406
4580,291.03287
4581,289.9264
4582,289.02454
4583,288.50418
4584,287.954
4585,286.7108
4586,286.51816
4587,286.17258
4588,286.04584
4589,286.09586
4590,286.2236
4591,286.63345
4592,287.99933
4593,289.582
4594,290.6463
4595,291.44193
4596,292.23663
4597,292.94028
4598,293.0963
4599,293.18442
4600,293.15234
4601,292.5992
4602,291.99142
4603,291.2852
4604,290.40765
4605,289.3768
4606,288.57767
4607,288.0529
4608,287.51404
4609,285.93314
4610,285.69357
4611,285.3912
4612,285.331
4613,285.42065
4614,285.55313
4615,285.9609
4616,287.25104
4617,288.7336
4618,289.67108
4619,290.57605
4620,291.47827
4621,292.30942
4622,292.5638
4623,292.68695
4624,292.69534
4625,292.2238
4626,291.60757
4627,290.75507
4628,289.66968
4629,288.61884
4630,287.76282
4631,287.36584
4632,286.8044
4633,285.79276
4634,285.5054
4635,285.20892
4636,285.12878
4637,285.19748
4638,285.32504
4639,285.77975
4640,287.1411
4641,288.61588
4642,289.71808
4643,290.75787
4644,291.7612
4645,292.71512
4646,293.0714
4647,293.23566
4648,293.19482
4649,292.4928
4650,291.78256
4651,290.9624
4652,289.83307
4653,288.64612
4654,287.74905
4655,287.1627
4656,286.6743
4657,286.0767
4658,285.83292
4659,285.53336
4660,285.47134
4661,285.5521
4662,285.656
4663,285.9762
4664,287.32007
4665,288.945
4666,290.13135
4667,291.12012
4668,292.19635
4669,293.31552
4670,293.5952
4671,293.8777
4672,293.58896
4673,292.7653
4674,291.9816
4675,291.09927
4676,290.06177
4677,288.86893
4678,287.86017
4679,287.29086
4680,286.7329
4681,286.30734
4682,286.03128
4683,285.8388
4684,285.76016
4685,285.76254
4686,285.87482
4687,286.2206
4688,287.5841
4689,289.0914
4690,290.20764
4691,291.16727
4692,291.99835
4693,292.80267
4694,293.15332
4695,293.38174
4696,293.34537
4697,292.77826
4698,292.18344
4699,291.4233
4700,290.36563
4701,289.269
4702,288.36234
4703,287.84314
4704,287.2895
4705,286.62802
4706,286.4258
4707,286.189
4708,286.05685
4709,286.01306
4710,286.04068
4711,286.41605
4712,287.97104
4713,289.49863
4714,290.61343
4715,291.73755
4716,293.03226
4717,294.05765
4718,294.3833
4719,294.50943
4720,294.40817
4721,293.66663
4722,292.93347
4723,291.97156
4724,290.75897
4725,289.60785
4726,288.6765
4727,288.10123
4728,287.55954
4729,286.92526
4730,286.6319
4731,286.43747
4732,286.2899
4733,286.27747
4734,286.41165
4735,286.87762
4736,288.34692
4737,289.86438
4738,290.94086
4739,291.97836
4740,293.29883
4741,294.30392
4742,294.81665
4743,295.21585
4744,295.14636
4745,294.43777
4746,293.57645
4747,292.36777
4748,291.0839
4749,290.0241
4750,289.0145
4751,288.42856
4752,287.82523
4753,286.91275
4754,286.67606
4755,286.36774
4756,286.23056
4757,286.3321
4758,286.53186
4759,287.05765
4760,288.48816
4761,289.95593
4762,291.03973
4763,291.98587
4764,293.02078
4765,294.0684
4766,294.35434
4767,294.44882
4768,294.4438
4769,293.85562
4770,293.17297
4771,292.16226
4772,290.9777
4773,289.83286
4774,288.94165
4775,288.28375
4776,287.67606
4777,286.8421
4778,286.5966
4779,286.36115
4780,286.3086
4781,286.37515
4782,286.54962
4783,287.18796
4784,288.68973
4785,290.21976
4786,291.3169
4787,292.29776
4788,293.36334
4789,294.19626
4790,294.34042
4791,294.4669
4792,294.34152
4793,293.6618
4794,293.017
4795,292.16064
4796,291.15253
4797,290.073
4798,289.17953
4799,288.59653
4800,287.92728
4801,287.25058
4802,286.9507
4803,286.68826
4804,286.61032
4805,286.66916
4806,286.86145
4807,287.30225
4808,288.74353
4809,290.27826
4810,291.29108
4811,292.2351
4812,293.2836
4813,294.13388
4814,294.4673
4815,294.72934
4816,294.69238
4817,294.11603
4818,293.43353
4819,292.58435
4820,291.39893
4821,290.38443
4822,289.48584
4823,288.86124
4824,288.24854
4825,287.6496
4826,287.42093
4827,287.11017
4828,287.04703
4829,287.0267
4830,287.22244
4831,287.62097
4832,289.09662
4833,290.57516
4834,291.6024
4835,292.60104
4836,293.63193
4837,294.56537
4838,294.9294
4839,295.1595
4840,295.07086
4841,294.43118
4842,293.76514
4843,292.68915
4844,291.6271
4845,290.6253
4846,289.60474
4847,288.98538
4848,288.47424
4849,287.80417
4850,287.5327
4851,287.25958
4852,287.21182
4853,287.21506
4854,287.30875
4855,287.80145
4856,289.12842
4857,290.5151
4858,291.50186
4859,292.2896
4860,293.16467
4861,293.91782
4862,294.0522
4863,294.19568
4864,294.16913
4865,293.64893
4866,293.02225
4867,292.28925
4868,291.46182
4869,290.57098
4870,289.75058
4871,289.2239
4872,288.65842
4873,287.58038
4874,287.32095
4875,287.01984
4876,286.89062
4877,286.9452
4878,287.12985
4879,287.59604
4880,288.9851
4881,290.58853
4882,291.6182
4883,292.2919
4884,292.98312
4885,293.67175
4886,293.93863
4887,294.10022
4888,294.116
4889,293.59152
4890,293.03558
4891,292.3713
4892,291.32394
4893,290.29605
4894,289.45724
4895,288.83942
4896,288.319
4897,286.18857
4898,285.93814
4899,285.64948
4900,285.5613
4901,285.6495
4902,285.8115
4903,286.33685
4904,287.75427
4905,289.34335
4906,290.27014
4907,290.94888
4908,291.726
4909,292.37054
4910,292.58673
4911,292.6971
4912,292.6999
4913,292.15277
4914,291.58466
4915,290.8966
4916,290.13254
4917,289.09042
4918,288.2687
4919,287.76285
4920,287.26428
4921,286.45468
4922,286.21655
4923,285.98187
4924,285.87637
4925,285.9196
4926,286.01746
4927,286.4305
4928,287.90765
4929,289.42203
4930,290.30225
4931,291.06012
4932,291.85135
4933,292.6007
4934,292.77505
4935,292.9556
4936,292.96347
4937,292.43585
4938,291.8524
4939,291.10593
4940,290.07037
4941,289.18106
4942,288.40015
4943,287.85684
4944,287.34613
4945,286.76718
4946,286.4779
4947,286.2424
4948,286.1711
4949,286.22806
4950,286.40298
4951,286.84842
4952,288.33774
4953,289.88544
4954,290.89688
4955,291.74582
4956,292.5934
4957,293.3311
4958,293.57675
4959,293.72043
4960,293.7157
4961,293.2284
4962,292.6556
4963,291.85806
4964,290.71402
4965,289.56857
4966,288.68967
4967,288.11984
4968,287.5712
4969,287.08902
4970,286.76495
4971,286.45715
4972,286.436
4973,286.563
4974,286.7986
4975,287.40033
4976,288.95605
4977,290.52518
4978,291.59518
4979,292.52148
4980,293.4891
4981,294.23367
4982,294.48593
4983,294.7121
4984,294.69955
4985,294.1392
4986,293.46512
4987,292.70395
4988,291.58817
4989,290.3256
4990,289.32007
4991,288.71365
4992,288.10565
4993,287.26218
4994,286.9149
4995,286.58942
4996,286.49292
4997,286.5913
4998,286.75635
4999,287.2979
5000,289.09616
5001,290.85303
5002,291.98547
5003,292.90768
5004,293.82703
5005,294.5023
5006,294.73187
5007,294.83447
5008,294.79095
5009,294.28058
5010,293.67807
5011,292.79303
5012,291.63443
5013,290.33865
5014,289.33154
5015,288.63028
5016,288.08426
5017,287.14456
5018,286.84042
5019,286.54214
5020,286.48648
5021,286.5804
5022,286.7412
5023,287.33813
5024,289.0968
5025,290.87598
5026,291.98752
5027,292.83286
5028,293.6774
5029,294.57492
5030,294.9191
5031,295.13568
5032,295.14175
5033,294.61157
5034,293.93094
5035,292.93863
5036,291.77844
5037,290.54776
5038,290.03064
5039,289.43744
5040,288.89536
5041,287.44345
5042,287.13632
5043,286.83682
5044,286.80582
5045,286.89426
5046,287.1727
5047,287.8542
5048,289.44003
5049,291.0715
5050,292.1616
5051,293.1432
5052,294.28058
5053,295.22446
5054,295.43582
5055,295.61328
5056,295.51053
5057,294.86136
5058,294.19403
5059,293.29666
5060,292.02176
5061,290.7879
5062,289.87677
5063,289.37967
5064,288.66714
5065,288.05826
5066,287.73578
5067,287.455
5068,287.41782
5069,287.5248
5070,287.79993
5071,288.39212
5072,289.94434
5073,291.58258
5074,292.7088
5075,293.5899
5076,294.66895
5077,295.5896
5078,295.9623
5079,296.2337
5080,296.14304
5081,295.47617
5082,294.72937
5083,293.81097
5084,292.61948
5085,291.43066
5086,290.39435
5087,289.78394
5088,289.1505
5089,289.4442
5090,289.13394
5091,288.81305
5092,288.7264
5093,288.8604
5094,289.15063
5095,289.74725
5096,291.4029
5097,293.049
5098,294.1383
5099,295.0703
5100,296.0847
5101,296.9771
5102,297.3397
5103,297.5393
5104,297.5381
5105,296.99854
5106,296.2404
5107,295.33752
5108,294.2286
5109,292.97543
5110,291.75888
5111,291.12433
5112,290.41263
5113,289.91846
5114,289.57742
5115,289.25177
5116,289.1691
5117,289.30222
5118,289.51294
5119,290.14545
5120,291.75116
5121,293.38947
5122,294.43503
5123,295.3332
5124,296.35498
5125,297.29987
5126,297.60614
5127,297.8542
5128,297.78214
5129,297.1318
5130,296.3177
5131,295.3125
5132,294.2014
5133,292.86914
5134,291.75568
5135,291.1716
5136,290.56168
5137,289.8875
5138,289.60654
5139,289.26453
5140,289.1825
5141,289.31857
5142,289.52805
5143,290.17154
5144,291.8448
5145,293.41354
5146,294.57547
5147,295.4306
5148,296.4755
5149,297.44754
5150,297.7817
5151,298.03403
5152,297.90927
5153,297.1838
5154,296.45514
5155,295.46982
5156,294.17886
5157,292.94107
5158,291.85056
5159,291.23032
5160,290.61606
5161,289.61102
5162,289.28928
5163,288.98224
5164,288.87085
5165,289.0008
5166,289.20096
5167,289.80435
5168,291.21765
5169,292.72775
5170,293.75436
5171,294.5994
5172,295.55927
5173,296.39145
5174,296.58948
5175,296.72845
5176,296.65247
5177,296.12936
5178,295.4667
5179,294.6045
5180,293.4956
5181,292.31033
5182,291.32062
5183,290.6896
5184,290.10956
5185,288.84225
5186,288.55692
5187,288.26355
5188,288.13705
5189,288.2288
5190,288.46005
5191,289.04236
5192,290.52298
5193,292.00357
5194,293.13727
5195,293.9844
5196,294.90057
5197,295.66354
5198,295.92957
5199,296.03012
5200,295.97345
5201,295.4058
5202,294.80252
5203,293.9189
5204,292.82526
5205,291.65314
5206,290.68567
5207,290.11343
5208,289.51294
5209,288.8912
5210,288.6091
5211,288.28564
5212,288.2703
5213,288.43292
5214,288.58267
5215,289.06104
5216,290.50104
5217,292.1069
5218,293.1064
5219,293.85544
5220,294.611
5221,295.40582
5222,295.66092
5223,295.804
5224,295.79523
5225,295.2931
5226,294.7806
5227,293.96198
5228,292.97452
5229,291.70786
5230,290.6664
5231,290.1269
5232,289.4499
5233,288.9878
5234,288.74905
5235,288.43253
5236,288.35794
5237,288.51437
5238,288.68585
5239,289.18365
5240,290.71667
5241,292.10938
5242,293.06403
5243,293.85178
5244,294.772
5245,295.57056
5246,295.74866
5247,295.8721
5248,295.8862
5249,295.31558
5250,294.7178
5251,293.85693
5252,292.91528
5253,291.74835
5254,290.82513
5255,290.22598
5256,289.60764
5257,289.09607
5258,288.81216
5259,288.51306
5260,288.44174
5261,288.60944
5262,288.79214
5263,289.27
5264,290.71436
5265,292.31015
5266,293.3685
5267,294.06885
5268,294.98956
5269,295.8048
5270,296.0709
5271,296.20126
5272,296.19583
5273,295.71988
5274,295.07825
5275,294.20642
5276,293.1364
5277,291.89078
5278,290.95325
5279,290.3923
5280,289.7502
5281,289.22314
5282,288.92984
5283,288.5887
5284,288.5319
5285,288.7238
5286,288.8753
5287,289.39874
5288,290.9998
5289,292.62964
5290,293.6505
5291,294.41293
5292,295.38974
5293,296.1902
5294,296.48035
5295,296.77335
5296,296.73227
5297,296.29022
5298,295.71597
5299,294.79712
5300,293.64267
5301,292.35324
5302,291.28964
5303,290.56995
5304,290.00626
5305,289.42725
5306,289.0841
5307,288.70248
5308,288.65915
5309,288.8074
5310,288.9898
5311,289.6327
5312,291.2509
5313,292.8776
5314,294.06653
5315,295.0108
5316,296.16086
5317,297.19376
5318,297.59
5319,297.8245
5320,297.82236
5321,297.2112
5322,296.5115
5323,295.4852
5324,294.00534
5325,292.69217
5326,291.54132
5327,290.76047
5328,290.02563
5329,289.5149
5330,289.21625
5331,288.8745
5332,288.80347
5333,288.97513
5334,289.26743
5335,289.93182
5336,291.6098
5337,293.28174
5338,294.31052
5339,295.28253
5340,296.30414
5341,297.31125
5342,297.68747
5343,297.87845
5344,297.83994
5345,297.37155
5346,296.74
5347,295.565
5348,294.1696
5349,292.98233
5350,291.7272
5351,290.972
5352,290.3358
5353,289.65012
5354,289.1901
5355,288.84705
5356,288.80734
5357,289.0075
5358,289.3695
5359,290.07266
5360,291.75385
5361,293.4225
5362,294.7288
5363,295.57816
5364,296.6454
5365,297.699
5366,298.04276
5367,298.35608
5368,298.2899
5369,297.81757
5370,297.0723
5371,296.01157
5372,294.5524
5373,293.14
5374,291.93896
5375,291.1655
5376,290.42838
5377,290.17233
5378,289.68173
5379,289.31
5380,289.26245
5381,289.60016
5382,289.82904
5383,290.6214
5384,292.44
5385,294.19772
5386,295.61383
5387,296.67157
5388,297.76166
5389,298.72885
5390,299.1724
5391,299.35126
5392,299.41064
